author_name,Gender,Gender Probability
Lóránt Nagy,male,0.99
Ruxandra Barbulescu,female,0.97
Seungtae Park,male,1.0
Wassila Ouerdane,female,0.97
Naïm Es-Sebbani,male,0.97
Manuela Veloso,female,0.99
Daling Wang,female,0.59
Mika Skjelnes,male,0.69
Yvette Graham,female,1.0
Xinggang Wang,male,0.91
Sarthak Jauhari,male,1.0
Xuewei Li,female,0.7
Nastazja Laskowski,female,0.94
Thao Le,female,1.0
Adán José García,male,0.98
Xin Tian,female,1.0
Yunlong Yu,male,0.99
Tianxiang Pan,male,0.93
Yunwei Ou,male,0.53
Dawei Yin,male,0.98
Jinying Xiao,female,0.86
Philipp Cimiano,male,1.0
Shiren Patel,female,0.87
Amy Loutfi,female,0.99
Lingfeng Zhang,male,0.85
Yousef Younes,male,0.96
Alexander Hepburn,male,1.0
Lu Wang,male,1.0
Bruno Dumas,male,1.0
Fares Fourati,male,0.96
Guangneng Hu,male,1.0
Dave Gomboc,male,1.0
Ildikó Schlotter,female,1.0
Joanna Kaczmarek,female,0.99
Xin Lin,female,0.72
Le Gan,male,0.71
Jiafeng Guo,male,0.75
Renaud Sirdey,male,0.99
Jerzy Stefanowski,male,0.99
Tuomo Lehtonen,male,1.0
Tugtekin Turan,male,0.98
Yehong Zhang,female,0.5
Abhay Kumar,male,0.97
Xueqi Cheng,female,0.87
Jingran Yang,female,0.82
Bojun Zhan,male,0.85
De-Chuan Zhan,unknown,0.0
Yingxi Li,female,0.86
Guanghua Tan,male,0.9
Feilong Bao,male,0.94
Youheng Bai,male,0.9
Thomas A. Runkler,male,1.0
Lingxiao Kong,male,0.51
Yu Zheng,male,0.9
Michael Cashmore,male,1.0
Xin-Qiang Cai,male,0.6
Yilong Fan,male,0.94
Abu Sebastian,male,0.97
Will Connors,male,0.99
Francisco C. Santos,female,1.0
Dmitry Maslov,male,1.0
David Garlan,male,1.0
Xinpeng Hong,male,0.94
Aleksei Trutnev,male,0.99
Alexia Gaudeul,female,0.99
Shweta Jain,female,1.0
Bo Xu,male,0.77
Hang Dong,female,0.83
Yuhan Huang,female,0.87
Chunzhen Jin,female,0.6
Bowen Zhong,male,0.73
Jitong Li,male,0.71
Sebastian-Vasile Echim,male,1.0
Haifeng Li,male,0.93
Weili Guo,female,0.53
Nan Zhong,female,0.86
Oliver Niggemann,male,0.99
Luca Bortolussi,male,0.97
Wiktoria Mieleszczenko-Kowszewicz,female,0.99
Alberto Testolin,male,1.0
Mingfeng Jiang,male,0.78
Alessandro De Palma,male,1.0
Adam Dziedzic,male,0.98
Clarisse Dhaenens,female,0.99
Jelena Fiosina,female,0.99
Erfaneh Mahmoudzadeh,female,0.9
Klaus Broelemann,male,0.99
Ruihan Zhao,female,0.69
Himani,female,0.99
Shuhao Guan,male,0.81
Kunzi Xie,female,0.51
Peter A. Flach,male,1.0
Laurel Zuckerman,female,0.91
Siwen Jiao,female,0.78
PKS Prakash,male,1.0
Noa Agmon,female,0.77
Valeria Fionda,female,0.99
Yong Yang,male,1.0
Dacheng Tao,male,1.0
Jean-Guy Mailly,male,0.99
Kaushiki Nag,female,0.97
Dao Thauvin,male,0.57
Mikhail Baklashkin,male,1.0
Zheng Li,male,1.0
Daniel Key,male,0.99
Le Minh Nguyen,male,0.74
William Knottenbelt,male,1.0
Praveen Paruchuri,male,1.0
Eldan Cohen,male,0.97
Adda-Akram Bendoukha,male,0.71
Greta Damo,female,0.99
Dalma Tóth-Lakits,female,0.97
Dang Nguyen,female,0.5
Galina Boeva,female,0.99
Murray Shanahan,male,0.99
Mohamed Ouaguenouni,male,0.98
Georgios Bakirtzis,male,1.0
Qiaoming Zhu,female,0.67
Jinsung Kim,male,0.95
Stavros Gerolymatos,male,1.0
Alexei Ossadtchi,male,0.98
Sebin Sabu,male,0.93
Aurélie Beynier,female,1.0
Zhan Li,male,1.0
Luke Murayama,male,1.0
Yin Tang,female,1.0
Hong Qu,male,0.59
Jendrik Seipp,male,1.0
Xiabing Zhou,female,0.67
Yaying Huang,female,0.92
Marcello Pelillo,male,1.0
Yang Xiang,male,0.9
Haripriya Harikumar,female,0.99
Tong Zhang,male,0.85
Zixuan Zhu,female,0.62
Michael Morasch,male,1.0
Xiaowang Zhang,male,0.93
Pedro Bizarro,male,0.99
Clara I. Sánchez,female,0.99
Rakebul Hasan,male,1.0
Jian Xie,male,0.86
Paulo Vitor de Campos Souza,male,1.0
Maurice Pagnucco,male,0.99
Erik Schaffernicht,male,0.99
Mei Cao,female,0.97
Manuel R. Torres,male,0.99
Hongye Sun,male,0.57
Pengjie Wang,male,0.89
Niklas Strauß,male,1.0
Yang Gu,male,1.0
Xinjie Zhou,female,0.52
Yang Zhang,male,1.0
Pu Feng,male,1.0
Xiaoyan Sun,female,0.95
Victor Verreet,male,1.0
Qin-Cheng Zheng,male,0.92
Yanping Wang,female,0.85
Yang Zheng,male,1.0
Peifeng Li,male,0.74
Mingyu Xiao,male,0.66
Chen Gong,male,0.7
Songlin Hu,male,0.91
Ellen Rushe,female,1.0
Zhentao Gu,male,1.0
Yiqiang Chen,male,0.93
Xiao Chen,male,0.56
Yongfeng Zhang,male,0.95
Sakshi Deo Shukla,female,1.0
Gongzhen Hu,unknown,0.0
Yingying Zhu,female,0.98
Simon Delarue,male,0.99
Liangyu Xu,male,0.67
Chong Zhang,male,1.0
Li Guo,male,1.0
Juan Cortés,male,1.0
Wenqiang Zhou,male,0.98
Yuzheng Tan,male,0.52
Parisa Zehtabi,female,0.99
Hans Karlsson,male,0.99
Yuanchun Shi,male,0.65
Jonas Kouwenhoven,male,0.99
Kyle Martin,male,1.0
Ayan Banerjee,male,0.76
Shen Wang,female,1.0
Jiawen Zhang,female,0.8
Yifei Qian,female,0.52
Wenda Li,female,0.93
Na Liu,female,0.68
Maciej Zieba,male,1.0
Luca Corbucci,male,0.97
Sashank Vijay,male,0.99
Charlie Street,male,0.85
Yitian Zhang,female,0.5
Zilin Bian,female,0.88
Avishag Shapira,female,0.99
Laurens Devos,male,0.99
Aoyang Zhou,female,0.67
Dario García-García,male,1.0
Laurent Michel,male,1.0
Nandi Schoots,female,0.84
Vaishali Pal,female,1.0
Leila Amgoud,female,0.99
AKM Mahabubur Rahman,male,0.86
Lorenzo Cascioli,male,1.0
Ilia Semenkov,male,0.75
Xiaoran Fan,female,0.67
Jazmin Zatarain Salazar,female,0.99
Mark Towers,male,1.0
Johannes Andreas Stork,male,1.0
Jia-Hong Huang,male,1.0
Leopoldo E. Bertossi,male,1.0
Sheung Man Yuen,female,0.69
Hodaya Barr,female,0.99
Raju Rangaswami,male,0.97
Yufei Wei,female,0.9
Tatiana Belova,female,0.99
Hanwen Liu,male,0.74
Mingzhu Shen,female,0.8
Ruizhi Hun,male,0.76
Rui Wang,male,0.97
Rui Dias,male,1.0
Yong Zhang,male,1.0
Mohammad Hossein Rohban,male,0.99
Ivan V. Oseledets,male,0.99
Lennert De Smet,male,1.0
Janosch Baltensperger,male,0.99
Yun Sing Koh,female,0.62
Tzeh Yuan Neoh,male,0.63
Giacomo Rosa,female,0.5
Zhuo Tang,male,0.59
