author_name
Marilton S. de Aguiar
Carlos José Pereira de Lucena
Natasha Alechina
Rashed Mustafa
Nicholas Mattei
Andreas Herzig
Davide Grossi
Ronen I. Brafman
Gregor Mehlmann
Suojin Wang
Viera Stopjaková
Loris Bozzato
Lydia Tlilane
Zhe Zhang
Bernhard Schneider
Gilbert Müller
Özgür Kafali
Yan Huang
Kevin Ellis
Jörg Rothe
Matthias Knorr
Remi Coletta
Anders Jonsson
João Gama
Matthew Crosby
Sascha Ossowski
Tim Miller
Elise Bonzon
Pavel Krc
Stefan Woltran
Peter Struss
Alban Grastien
Christoph Suter
Jérôme Euzenat
Marcelo A. Falappa
Timothy Wiley
Laurent Miclet
Arjen Hommersom
Anthony Hunter
Jesús Febres
Milind Tambe
Thomas Keller
Tony Craig
Samir Loudni
Vitaly Mirkis
Vasco Manquinho
Alexey Ignatiev
Dejan Georgiev
Ulle Endriss
Claude Pasquier
Dario Garcia-Gasulla
Arne Kreutzmann
Saso Dzeroski
Kai Nagel
Andreas Arzt
Haitham Bou-Ammar
Kostyantyn M. Shchekotykhin
Max Barer
Thierry Petit
Sandro Athaíde Coelho
Badran Raddaoui
Bas Huijbrechts
Christoph Schaefer
Philipp Fleiss
Fabio Patrizi
David N. Morley
Cristina Baroglio
Nina Narodytska
Marc Denecker
Ferdinando Fioretto
Felix Distel
Céline Rouveirol
Xavier Lorca
Tomasz P. Michalak
Birgit Hofer
Alberto Garbajosa
Antoni Ligeza
Gerhard Weiss
Prabhu Natarajan
Tobias Baur
Steffen Michels
Salem Benferhat
Camino R. Vela
Marius Stanescu
António Morgado
Rudy Raymond
Freddy Lécué
Isabelle Bloch
Thomas Eiter
Kleanthis Malialis
Federico Campeotto
Renata Wassermann
Steven D. Prestwich
Changying Du
Mehmet Gönen
Susanne Biundo
Yichuan Jiang
Dorothea Baumeister
Kan Qiao
Michael Luck
Mohan S. Kankanhalli
Nir Oren
Silvia Giannini
Nicolas Maudet
Dingju Zhu
Alexander A. Navarini
Janneke H. Bolt
Phan Minh Dung
Francesca Toni
Marco Laumanns
Neil Yorke-Smith
Gerhard Leitner
Viliam Lisý
Daniele Nardi
Fabien Flacher
Zhiqiang Gao
Matthias Thimm
Hemank Lamba
Michael Rovatsos
Piotr L. Szczepanski
Maria Vanina Martinez
Maria Viviane de Menezes
Marina Zanella
Gianmarco De Francisci Morales
Yue Ma
Carlos Vicient
Bertrand Mazure
Younes Mechqrane
Christophe Gonzales
Fabien Garreau
Ariella Richardson
Wenjun Ma
Vladimír Sedlák
Pietro Torasso
Mandy J. W. Tak
Steven Schockaert
Nico Potyka
David Lesaint
Emil Pelikán
Régis Sabbadin
Daniela Duracková
Ya'akov (Kobi) Gal
Martin Cerný
Umberto Grandi
Luís Felipe K. de Macedo
Daria Stepanova
Akin Günay
Antonio Moreno
Sébastien Konieczny
Elias Egho
Mitja Lustrek
Sebastian Rudolph
Luis Oliva
Ruedi Arnold
Aleksander Sadikov
Xingyu Su
Jérôme Monnot
Laurent Perrussel
Sören Volgmann
Jianmin Ji
Samhar Mahmoud
Jakub Gemrot
Alain Dutech
Michal Krajnanský
Marco Console
Sarit Kraus
Wojciech Jamroga
Arlette van Wissen
Federico Capuzzimati
