Lucas Paletta
Paul R. Cohen
Danny Mischis
Paul H. Lewis
Dinis Félix
Dagmar Villarroel Gonzales
Carsten Lutz
Jérémie Mary
Andrew James Dowell
Sara Rodríguez
Abdel-Illah Mouaddib
Yaxin Bi
Paul Buitelaar
Gerhard Widmer
Peter Kissmann
Frank Puppe
Arnau Ramisa
Colin de la Higuera
Redouane Ezzahir
Helder Coelho
Pinar Yolum
Eugénio C. Oliveira
Jianbing Ma
Vojtech Svátek
Paulo Trigo
Lakhdar Sais
João Marques-Silva
Michael J. Wooldridge
Fiona McNeill
Ian Blacoe
Churn-Jung Liau
Mingmin Chi
Carlos Viegas Damásio
Thomas Leopold
Philipe Bellefeuille
Christophe Lecoutre
Yoann Kubera
Maryam Siabani
Mikalai Yatskevich
Olivier Buffet
Robby Goetschalckx
Maurice Samulski
Arnaud Glad
Susanne Hoche
Eugen Staab
Gia Hien Nguyen
Athanasios Papakonstantinou
Charles Lesire
Ioannis Katakis
Muralikrishna Sridhar
Weiru Liu
Matteo Della Torre
João Pavão Martins
Aitor Mata
Nabil Benayadi
Paolo Besana
Pascal Van Hentenryck
Peter A. Flach
Anika Schumann
Thomas Engel
Fabrizio Angiulli
Jörg Hoffmann
Gianluca Torta
John-Jules Ch. Meyer
Misa Keinänen
Ioannis P. Vlahavas
Carlos Alonso González
Miquel Angel Mayer
Hélène Fargier
Marco Gavanelli
Christoph Haase
Deepak Mehta
Nicola Gatti
Volker Fusenig
Imade Benelallam
Bob van der Vecht
Abdenour Bouzouane
Martin Atzmüller
Preslav Nakov
Marie-Odile Cordier
Martin Hacker
Yvette Yannick Mathieu
Roman V. Belavkin
Maroua Bouzid
Ugur Kuter
Émilie Samuel
Gregory F. Cooper
Gabriella Cortellessa
Olivier Nempont
Duen-Ren Liu
George Konstantinidis
Christian Bessiere
David Hardcastle
Francesco M. Donini
Jim Hunter
Félix Ingrand
Vadim Bulitko
Scott Sanner
Alessandro Saetti
Niall M. Adams
Grigoris Antoniou
Armelle Brun
Olivier Simonin
T. Benedico
Jérôme Lang
Martin Mehlitz
Roberto Battiti
Marc-Ismaël Akodjènou-Jeannin
Nicola Policella
Farah Benamara
Paolo Turrini
Souhila Kaci
François Charpillet
Keita Sato
Yves Moinard
Horacio Saggion
Benjamin Auder
Mathijs de Weerdt
Roberto Micalizio
Silvana Vanesa Aciar
Efstathios Stamatatos
Stefano Mizzaro
Anbulagan
Pythagoras Karampiperis
Till Mossakowski
Éric Würbel
Xavier Olive
Marc Le Goc
Carole R. Beal
Cédric Piette
Dimitris K. Tasoulis
Ugo Pastorino
Pavlos Moraitis
Wolfgang Mayer
Fiemke Both
Gerd Wagner
Pablo Gruer
Georgios Meditskos
Gauthier Quesnel
Krisztian Balog
Maarten de Rijke
Antonio Sgorbissa
Josep Lluís Arcos
Lucie Callens
Yannick Pencolé
Hong Li
George A. Vouros
Xiangfu Zhao
Peter J. Stuckey
Martin Mozina
Peter J. F. Lucas
Emmanuel Benazera
Qing Wang
Julien Hué
Yves Demazeau
Khaled Belghith
Norman Foo
Yutaka Matsuo
Wouter Weerkamp
Jochen Renz
Rene Quiniou
Edwin Law
Philippe Chatalic
Marina Velikova
Thanh-Hung Nguyen
Renato Zaccaria
André A. Ciré
Elisa Calabró
Amedeo Napoli
Ariel Felner
Axel Tidemann
Paulo J. Matos
Francesco Donnarumma
Erhard Rabenau
Bernardo Cuenca Grau
Meltem Öztürk
Leila Amgoud
Nicos G. Pavlidis
Chao Shen
Pavel Shvaiko
Stella Seremetaki
Katrin Amlacher
Marco Alberti
Delphine Ropers
Pascale Kuntz
Radu Mateescu
Matthieu Boussard
Spyridon Plakias
Aníbal Bregón
Agapito Ledezma
Roman van der Krogt
Paola Velardi
Fabio Campana
Nick Bassiliades
Amedeo Cesta
Nicholas Asher
Sylvain Castagnos
Giorgos Flouris
Gabriele Peters
Nivea de Carvalho Ferreira
Luca Anselma
Loizos Michael
Holger Stenzhorn
Hachemi Bennaceur
Antonio Martínez-Velasco
Jordi Planes
Maurice Bruynooghe
Nic Wilson
Saddek Bensalem
Dymitr Ruta
Axel Kather
Seyed Abolghasem Mirroshandel
Franz Wotawa
Tomi Janhunen
Daniel Rivero
Jiankui Guo
Ana T. Freitas
Farid Nouioua
Markus Stumptner
Martin Magnusson
Pascal Hitzler
Frank Wolter
Jamal Atif
Leendert W. N. van der Torre
Ilkka Niemelä
Frédéric Pennerath
Luca Vassena
Paulo Santos
Henri Prade
Alejandro Pazos
Joseph Sifakis
Patricia Everaere
Ignazio Palmisano
Matej Guid
Monique Thonnat
Laura-Andreea Antanas
Alessandro Donati
David Landén
Javier Bajo
Christoforos Anagnostopoulos
Fulvio Mastrogiovanni
Katsumi Inoue
Jonne Zutt
Nathaniel Waisbrot
Eva Onaindia
Boris Konev
Simone Fratini
Cornelius Croitoru
Josep Lluís de la Rosa
Yiannis Demiris
Alberto Martelli
Helena Keinänen
Alex Rogers
Pedro Pereira Rodrigues
Patrice Perny
Ernesto Tarantino
Mehdi Bayoudh
Jeffrey S. Rosenschein
Simona Colucci
Tuan-Fang Fan
Jonathan Schulster
Odile Papini
Eliseo Marzal
Matthias Hüttig
Juan Pane
Valentina Tamma
Julián Dorado
Inon Zuckerman
Olivier Roussel
Justin Pearson
Dantong Ouyang
Dana S. Nau
Kostas Stergiou
Xavier Le Guillou
Graeme Gange
Oliver Kutz
Murat Sensoy
Torsten Schaub
Jan Treur
Tibor Bosse
Malika Smaïl-Tabbone
Natalia Akchurina
Stephan Schmidt
Roberto Navigli
Ralf Möller
Ioannis A. Vetsikas
Daniel Kudenko
Toby Walsh
Eugenio Di Sciascio
Ananda Basu
Albert Gatt
André Neumann
Peter Tiedemann
Froduald Kabanza
Francisco S. Melo
Perukrishnen Vytelingum
Matthias Haringer
Pierre Lison
Shengli Wu
Martin Labský
Simone Paolo Ponzetto
Vincenzo Della Mea
Evelina Lamma
Paolo Campigotto
Barry O'Sullivan
Alexiei Dingli
Emanuel Santos
Vangelis Karkaletsis
Nikos Fakotakis
Esben Rune Hansen
Fausto Giunchiglia
Marco Maratea
Benjamin Kaufmann
Tobias Voigt
Majid Samar
Georgios Petasis
Yong Zhen Guo
Marie-Christine Rousset
Célia da Costa Pereira
Georg Buscher
Lamjed Ben Said
Adamo Santana
Matthieu Gallien
Martin Gebser
Henrique Lopes Cardoso
Bas R. Steunebrink
Hardi Luehrs
Jocelyne Faddoul
Lars Otten
Alfonso Gerevini
Volker Haarslev
Danushka Bollegala
Hidde de Jong
Frédéric Koriche
S. Waqar Jaffry
Hans Hjelm
Manuel Görtz
Fatemeh Torabi Asr
Adriaan ter Mors
Marek Ruzicka
Lars Yencken
Gabriele Kern-Isberner
Alexandre Delteil
Mustapha Belaïssaoui
Luís C. Lamb
Lide Wu
Stefan Raeymaekers
Christian Bauckhage
Hans-Peter Buscher
Olivier Spanjaard
Philippe Dague
Maria L. Gini
Michel Denis
Constantine D. Spyropoulos
Tomasz Kowalski
Nicholas R. Jennings
David J. Hand
Ivanoe De Falco
Vincent Krawczyk
Jason Jingshi Li
Jussi Rintanen
Bruno Escoffier
Stefan Edelkamp
Laurence Anthony F. Park
Kotagiri Ramamohanarao
Guy Carrault
Peter G. Jeavons
Ivan Bratko
Robert Mattmüller
Panayotis-Prodromos Pantelides
Franck Gechter
Jonathan Schaeffer
Lothar Hotz
Ramón López de Mántaras
Robert Holte
Rob Miller
Marenglen Biba
Andreas Herzig
Geoffroy Fouquier
Rosja Mastop
Yannis Dimopoulos
Floriana Esposito
Bing Shi
Malik Ghallab
François Portet
Jan M. Broersen
Simon Dixon
Anastasios Michael Fotinopoulos
Andrea Bonarini
Luís Paulo Reis
Stefano Ferilli
Matthias Knorr
Gianfranco Lamperti
Assef Chmeiss
João Gama
Vassilis Christophides
Peter Struss
Alban Grastien
Emmanuel Rachelson
Timothy Baldwin
Pierre Flener
Arturo Servin
Angela Leis
Bernd Ludwig
Paolo Coppola
Houssine Bouyakhf
Rémi Munos
Gholamreza Ghassem-Sani
Ricardo M. Araújo
Mehdi Samadi
Cees Witteveen
Elias Zavitsanos
Enrico H. Gerding
Zeynep Kiziltan
Juan Francisco de Paz
Laurent Mazuel
Danny Kuminov
Nico Karssemeijer
Luca Di Gaspero
Antonis C. Kakas
Konstantinos Stamatakis
Marcus Spies
Andreas Arzt
Tim vor der Brück
Kazuhisa Makino
Youssef Hamadi
Frank Dignum
Dylan Evans
Samir Aknine
Dominik Schneider
Guillaume Piolle
Patricia Anthony
Tony Veale
Yanfen Hao
Tomasz P. Michalak
Nicolas Sabouret
Enrique Amigó
Xuanjing Huang
S. Srinivasa Rao
David C. Hogg
Ivan Scagnetto
Rina Dechter
Philippe Mathieu
Alessandro Saffiotti
Christian R. Huyck
Freddy Lécué
Mitsuru Ishizuka
Pavel Cejnar
Isabelle Bloch
Luis Quesada
Jörg Weber
Guilin Qi
Thomas Eiter
Markus Krötzsch
Kurt Driessens
András Z. Salamon
Edith Elkind
Adolfo Bulfoni
Thierry Vidal
Mikhail Soutchanski
Ildikó Flesch
Patrick Doherty
Martin C. Cooper
Adi Botea
Rossella Blatt
Matti Järvisalo
Sahin Albayrak
Evita Linardaki
Robert Lundh
Lars Karlsson
Ioannis P. Klapaftis
Geert-Jan M. Kruijff
Juan R. Rabuñal
Pavlos Peppas
Khaled Ghédira
Emmanuel Hebrard
Xipeng Qiu
Eufemia Tinelli
Marina Zanella
Ulises Cortés
Pedro T. Monteiro
Mark Hoogendoorn
Liviu Badea
Peter Sutovskú
Brahim Hnich
Anne Boyer
Doina Tilivea
Martijn C. Schut
Leo Hartman
Patrick Fabiani
Anthony G. Cohn
Pietro Torasso
Andrea Tettamanzi
David Lesaint
José Antonio Iglesias
Charlotte Gerritsen
José-Luis Pérez-de-la-Cruz
Gal A. Kaminka
Hans Uszkoreit
Jérôme Kunegis
Nabil Belgasmi
Bruno Bouchard
Gregory M. Provan
Tom Croonenborghs
José Júlio Alferes
Sophie Robin
Sébastien Konieczny
Carlos Linares López
Sebastian Rudolph
Mitja Lustrek
Michael Strube
Mounira Harzallah
Aleksander Sadikov
H. Joe Steinhauer
Jan Ramon
Luke Hunsberger
Jana Krivec
Ian Horrocks
Hans-Ulrich Krieger
Tommi A. Junttila
Mohamad El Falou
Vitaly Lagoon
Anastasia Analyti
Emanuele Di Rosa
Thierry Declerck
Patrick Gallinari
