author_name,Gender,Gender Probability
Tobias Friedrich,male,1.0
Álvaro Barreiro,male,1.0
Pirashanth Ratnamogan,male,0.9
Wei Pan,male,0.69
David Robertson,male,1.0
Uwe Iben,male,1.0
Alexander Pretschner,male,1.0
Aïssatou Diallo,female,1.0
Neha Baranwal,female,0.99
Li Huang,female,1.0
Shahar Avin,female,0.54
Sachindra Joshi,male,0.91
Weida Yang,female,0.81
Jin-Woo Park,male,0.98
Saif Mahmud,male,1.0
Yexiang Xue,male,0.8
Zhao Zhang,male,1.0
Thomas Lukasiewicz,male,1.0
Pablo Lanillos,male,1.0
Jeremias Berg,male,0.99
Yongjie Yang,male,0.92
Botty Dimanov,male,0.76
Jakob Suchan,male,1.0
Andrea G. B. Tettamanzi,female,0.69
Hang Ying,female,0.91
Thomas Kirste,male,1.0
Chen-Hsu Yang,male,1.0
Christopher M. Homan,male,1.0
Dinh Van Tran,male,0.66
Wenbo Zheng,male,0.85
Wei Huang,male,0.78
Yong Zhao,male,1.0
Eleonora Chiodino,female,1.0
Ionela G. Mocanu,female,0.99
Corentin Kervadec,male,1.0
Qi Qi,female,0.86
Amir Feghahati,male,0.97
Gorka Azkune,male,0.99
Maarten de Rijke,male,1.0
Malte Helmert,male,0.99
Rosa Gini,female,0.94
Xiangfu Zhao,male,0.94
Marco Rospocher,male,1.0
Peter J. Stuckey,male,1.0
Wei-Lun Tseng,male,0.93
Christian R. Shelton,male,0.99
Yongfeng Huang,male,0.95
Xiao-Liang Xie,male,1.0
John A. Bateman,male,1.0
Manuel Mauro,male,1.0
Chang Xu,male,0.91
Shuo Shao,male,0.66
Kai-Florian Richter,male,1.0
Mihai Pomarlan,male,0.98
Alberto Messina,male,1.0
Vincenzo Auletta,male,1.0
Jeremias Dötterl,male,0.99
Xiaojun Ye,male,0.68
Riccardo Rasconi,male,1.0
Hua Yang,male,1.0
Marcello Restelli,male,1.0
Zhikang Zou,male,1.0
Paul Grimm,male,1.0
Saúl Fernández González,male,0.99
Wei Chen,male,0.76
Nic Wilson,male,0.86
George V. Moustakides,male,0.99
Jianwei Tai,male,0.9
Lujun Zhao,male,0.8
Gábor Bella,male,1.0
Anna Lukina,female,0.99
Alan Bundy,male,1.0
Yubin Wang,female,0.81
Aritz Pérez,male,0.99
Jianguo Jiang,male,0.99
Patricia Bouyer,female,1.0
Manfred Wundara,male,1.0
Giuseppe Perelli,male,0.99
Michelangelo Diligenti,male,1.0
Steve Prestwich,male,1.0
Raül Fabra-Boluda,male,0.99
Peng Pan,male,1.0
Shujuan Chen,female,1.0
Sambaran Bandyopadhyay,male,1.0
Pablo Gamallo,male,1.0
Aaron S. W. Wong,male,1.0
Yuxing Qi,male,0.58
Jiaxing Pi,male,0.69
Xu Tan,male,0.61
Pengjie Ren,male,0.89
Miroslav Olsák,male,1.0
Andria Stylianou,female,0.93
Hanjing Wang,female,0.88
Zhiwen Tan,male,0.79
Wenguang Yuan,male,1.0
Auguste Hirth,male,0.87
Luc De Raedt,male,0.99
Dakui Wang,male,0.67
Marius Lindauer,male,0.99
Hang Zhou,male,1.0
Roni Stern,male,0.74
Guangcan Liu,male,1.0
Ye Jiang,male,0.57
Zhiguo Gong,male,0.97
María R. Sierra,female,0.99
Amos Treiber,male,0.98
Frank Hutter,male,1.0
Ángela Casado-García,female,0.99
Torsten Schaub,male,1.0
Ralf Möller,male,1.0
Dongping Liao,male,0.53
Santiago Mazuelas,male,0.99
Kalyani Selvarajah,female,0.99
Jian Yu,male,0.93
Jie Qin,male,1.0
Yuquan Le,male,0.84
Ken-ichi Fukui,male,1.0
Long My,female,0.61
Ruixin Wang,female,0.61
Tanguy Moreau,male,0.99
Jeremy Frank,male,1.0
Leyu Lin,female,0.79
Vivek Gupta,male,1.0
Yingjie Qin,male,0.51
Donglin Wang,male,0.88
Vittorio Bilò,male,1.0
Yazmín Ibáñez-García,female,0.99
Hong Chen,male,0.71
Dario Della Monica,female,1.0
Manuel Roveri,male,0.99
Karl Tuyls,male,0.99
Stef Van Havermaet,male,0.7
Federico Perrone,male,1.0
Fausto Giunchiglia,male,1.0
Jiabing Wang,male,0.87
Taiki Todo,male,0.99
Zilin Si,female,0.88
Zhiming Zhou,male,0.95
Emiliano Lorini,male,0.99
Wen Zhang,male,1.0
Weijia Zhang,female,0.58
Heng Huang,male,1.0
Junfeng Hu,male,0.95
Kailun Luo,male,0.8
Gregory Palmer,male,1.0
Luhuan Wu,male,1.0
Ankit Kumar,male,0.93
Xiaodong Jia,male,0.88
Frédéric Koriche,male,1.0
Kaiqiang Xu,male,1.0
Kalliopi Basioti,female,1.0
Nadav Oved,male,1.0
Michael Liljenstam,male,1.0
Eva L. Gibaja,female,0.99
Yusuke Nojima,male,1.0
Hadrien Cambazard,male,1.0
Jan Arne Telle,male,0.89
Dong Liu,male,0.95
Yuguo Liu,male,0.86
Harsh Kara,male,0.99
Chunyuan Yuan,male,0.56
Amjad Ibrahim,male,1.0
Boas Kluiving,unknown,0.0
Yong-Bin Kang,male,1.0
Sophie Pinchinat,female,0.99
Yizhou Li,male,0.73
Pan Zhou,male,0.69
Martin Jedwabny,male,0.99
Aneta Koleva,female,0.99
Andrew J. Tatem,male,1.0
Sibo Gai,male,0.53
Yang Liu,male,0.58
Lukas Miklautz,male,0.99
Ehsan Zibaei,male,0.94
Yoonyoung Park,female,0.88
José M. F. Moura,male,0.98
Tillman Weyde,male,0.56
Yuexian Hou,female,0.82
Jaime G. Carbonell,male,0.96
David Fuenmayor,male,1.0
M. Narasimha Murty,male,0.97
Srikrishna Varadarajan,male,1.0
Liz Elliot,female,1.0
Sergio Flesca,male,1.0
Tianjian Chen,male,0.94
Yansong Feng,male,0.88
Andrei Ivanov,male,1.0
Frantzeska Lavda,female,0.98
Loris Bozzato,male,0.96
Shuguang Cui,male,0.94
Mingjie Zhou,male,0.78
Xiaolu Wang,female,0.78
Alexandros Kalousis,male,1.0
Gianfranco Lamperti,male,1.0
Xiaoqi Jia,female,0.74
Jie Gui,male,0.52
Ramiro Varela,male,1.0
Junkun Yuan,male,0.85
Sascha Ossowski,male,0.96
Yong Xu,male,1.0
Guohui Li,male,0.92
Andreas A. Falkner,male,1.0
Daegun Won,male,1.0
Qiang Wang,male,1.0
Anastasia Paparrizou,female,0.99
Maryam Hasani-Shoreh,female,0.96
Weinan Zhang,male,0.83
Nicolas Barnier,male,1.0
Saso Dzeroski,female,0.7
Jian Zhou,male,1.0
Lin Lin,female,0.79
Martin Svatos,male,0.99
Mariela Morveli Espinoza,female,0.99
Bettina Fazzinga,female,0.99
Meng Chen,male,0.8
Thomas Guyet,male,1.0
Shao-Qun Zhang,male,0.55
Yuanyuan Chen,female,0.93
Mei Yu,female,0.98
Yoshinobu Akamatsu,male,1.0
Skylar Sible,female,0.65
Chao Huang,male,1.0
Ahmed Ben Hassine,male,0.98
Cassandre Leroy,female,0.98
Shuai Zhao,male,0.83
Trang Tran,female,1.0
Emanuele Sansone,male,0.99
Kenneth O. Stanley,male,1.0
Emilio Gamba,male,0.99
Thomas Eiter,male,1.0
Philipp Wanko,male,1.0
Gábor Bartók,male,1.0
Erez Karpas,male,0.99
Junshan Wang,male,0.8
Prashant P. Reddy,male,1.0
Johannes Peter Wallner,male,1.0
Cèsar Ferri,male,0.99
Mikhail Soutchanski,male,1.0
Peng Ni,female,0.77
Zheng Gao,male,0.92
Nicolas Maudet,male,1.0
M. Tanjid Hasan Tonmoy,male,0.93
Masayuki Numao,male,1.0
Yue Lu,female,1.0
Joscha-David Fossel,male,0.67
Michele Flammini,female,0.54
Peter Bossaerts,male,1.0
Gerhard Leitner,male,1.0
Fang Yu,female,0.8
Na Lei,female,0.53
Pegah Nokhiz,female,0.99
Pavlos Peppas,male,1.0
Yifan Wei,male,0.56
Marcus Leivo,male,1.0
Alberto José Bugarín Diz,male,0.98
Nikolaos Tziortziotis,male,1.0
Jiachen Tian,male,0.68
Christof Monz,male,1.0
Zhecheng Zhang,male,1.0
Ian Davidson,male,1.0
S. S. Ravi,male,0.99
Alexandre Araujo,male,1.0
Tianqi Lv,male,0.5
Marco Gori,male,1.0
Kuldeep S. Meel,male,0.93
Alison J. Heppenstall,female,0.98
Markus Zopf,male,1.0
Yong Xu,male,1.0
Quanyu Dai,male,0.78
Nick Cheney,male,0.99
Munyque Mittelmann,unknown,0.0
Lucia Specia,female,0.99
Huaxiang Zhang,male,0.71
Hamed Shariat Yazdi,male,0.98
Elena Cabrio,female,0.99
Atsuhiro Takasu,male,1.0
Rahul Savani,male,0.99
Nicole Y. K. Li-Jessen,female,1.0
Nathan Ramoly,male,1.0
Jochen Garcke,male,1.0
Blaz Skrlj,male,0.98
Xiaodong He,male,0.88
Nathalie Girard,female,0.99
Ming Zeng,male,0.75
Unmesh Joshi,male,0.99
Takashi Matsumoto,male,1.0
Alessandro Sperduti,male,1.0
Gianluca Baldassarre,male,1.0
Fangkai Yang,male,1.0
Magda Gregorová,female,0.99
Shengyao Zhang,male,0.79
Liang Liu,male,0.92
Weiwen Jiang,male,0.65
Filipa Peleja,female,0.99
Serena Villata,female,0.99
Zhengjun Zha,male,0.83
Aurélien Delfosse,male,1.0
Hugues Wattez,male,0.99
Johannes Fürnkranz,male,1.0
Abdel-Malik Bouhassoun,male,1.0
Ana Raquel Carmo,female,0.92
Dan Halbersberg,male,0.99
Jean-Marie Lagniez,male,0.58
Valentin Montmirail,male,0.99
Baijun Wu,male,0.64
Chunlai Zhou,male,0.55
Haina Tang,female,0.89
Stefano Melacci,male,1.0
Adam White,male,0.98
Hugo Gilbert,male,1.0
Iman Soltani Bozchalooi,female,0.72
Partha P. Talukdar,male,1.0
Justin Svegliato,male,0.99
Weiping Wang,male,0.64
Luca Erculiani,male,0.97
Rui Feng,male,1.0
Zhuang Liu,male,0.63
Zhaochun Ren,female,0.6
Ickjai Lee,male,1.0
Kristiina Jokinen,female,0.99
Niall Twomey,male,1.0
Antti Kuusisto,male,1.0
Jae Hee Lee,male,0.76
Oleg Zaikin,male,1.0
Manuela Veloso,female,0.99
Adnan Darwiche,male,0.99
Yilun Jin,male,0.71
Xuewei Li,female,0.7
Lan Yan,female,0.67
Jieming Zhu,male,0.61
Tarek R. Besold,male,0.99
Philipp Cimiano,male,1.0
Panayiotis Danassis,male,1.0
Faustine Bousquet,female,0.98
Chao Liu,male,0.83
Jiaying Peng,female,0.94
Jiafeng Guo,male,0.75
Emilio Muñoz-Velasco,male,0.99
Andrew Butler,male,1.0
Xueqi Cheng,female,0.87
Víctor Gutiérrez-Basulto,male,0.99
Ke Shang,male,0.84
Andre Mendes,male,1.0
Wenjie Yin,male,0.7
Michael J. Pazzani,male,1.0
Kenny Q. Zhu,male,0.97
Tolga Tasdizen,male,0.98
Olivia Choudhury,female,0.99
Guillaume Charpiat,male,1.0
Tatsuya Shiraishi,male,1.0
Concepción Vidal,female,0.93
Edith Hemaspaandra,female,0.99
Maciej Rapacz,male,1.0
Jian Yu,male,0.93
Arthur Boixel,male,1.0
Harald Søndergaard,male,1.0
Carlo Metta,male,0.99
Cosimo Vinci,male,0.99
Xingyi Song,female,0.74
Theofanis I. Aravanis,male,1.0
Christoph Benzmüller,male,1.0
Li Wang,male,1.0
Antonio Khalil Moretti,male,0.99
Magdalena Biesialska,female,0.99
Zack Fitzsimmons,male,0.99
Juan Carlos Nieves,male,0.99
Meng Wang,male,1.0
Cesar Augusto Tacla,male,1.0
Salah Ait-Mokhtar,male,0.97
Linhao Luo,male,0.96
Shlomo Zilberstein,male,0.99
Philip S. Yu,male,1.0
Arezoo Rajabi,female,0.98
Christian Geiger,male,0.99
Jónathan Heras,male,1.0
Daniel Jönsson,male,0.99
Gongyao Jiang,male,1.0
Jérôme Lang,male,1.0
Aurélie Beynier,female,1.0
Itsik Pe'er,male,0.99
Lars K. Rasmussen,male,1.0
Hong Qu,male,0.59
Yushan Liu,female,0.72
Lingrui Wu,female,0.5
Alexandre X. Falcão,male,0.99
Carlos Mencía,male,1.0
Rodrigo Fernandes de Mello,male,1.0
Omar Krichen,male,0.98
José Morano,male,0.98
Xiaowang Zhang,male,0.93
Shahi Dost,male,0.93
Anna Golovkina,female,0.99
Thomas Schneider,male,1.0
Eric P. Xing,male,1.0
Jinqing Li,male,0.55
Haoran Chen,male,0.97
Idriss Mghabbar,male,0.98
Caroline P. C. Chanel,female,1.0
Lizhe Qi,male,0.7
Stephen Pavis,male,1.0
Valentin Goranko,male,0.99
Christian Weinert,male,0.99
Zhihao Ye,male,0.98
Jiahai Wang,male,0.89
Stelios Kasouridis,male,1.0
Filip Murlak,male,0.99
Lulu Xiao,female,0.87
Jie Liu,male,0.52
Sylvain Bouveret,male,0.99
Hongsong Li,male,1.0
Julian Busch,male,0.99
Kari Rantanen,female,0.86
Yantao Jia,male,0.81
Qing He,male,1.0
Chih-Ya Shen,female,1.0
Martin Stettinger,male,0.99
Haifeng Sun,male,0.93
Armando Tacchella,male,0.99
Rafael M. Luque-Baena,male,1.0
Tong Liu,male,0.85
Ole Jakob Mengshoel,male,0.98
Zhong-Qiu Zhao,unknown,0.0
Leila Amgoud,female,0.99
Lanfen Lin,female,1.0
Noelia Barreira,female,0.99
Rajni Jindal,female,0.96
Orna Kupferman,female,0.99
Xiaowen Chu,female,0.8
Ceriel J. H. Jacobs,male,0.9
Amedeo Cesta,male,0.99
Xiaojuan Wang,female,1.0
Giuseppe Marra,male,0.99
Avinash Kumar Singh,male,1.0
Baltazar Candrinho,male,0.99
Zakaria Chihani,male,0.97
Ross Sparks,male,0.93
Jakub Michaliszyn,male,1.0
Javier Álvez,male,1.0
Jiaoyan Chen,female,0.87
Jiahuan Pei,female,0.54
Oana Cocarascu,female,0.97
Chenghuan Liu,male,1.0
Sarah Keren,female,0.99
Panpan Xu,male,0.56
Stevan Tomic,male,0.99
Vadim Malvone,male,1.0
Yizhou Wang,male,0.73
Tao Luo,male,0.84
Nicolas Catusse,male,1.0
Juan Zhou,male,0.99
Steffen Thoma,male,1.0
Hikaru Shindo,male,0.65
Silvia Stranieri,female,1.0
Xu Zhang,male,0.91
John Grant,male,1.0
Shalabh Bhatnagar,male,0.99
Timo Ropinski,male,0.99
Ruixuan Li,female,0.58
Periklis Mantenoglou,male,0.99
Patrice Perny,female,0.53
Marco Maggini,male,1.0
Martin Hillebrand,male,0.99
Junhu Wang,male,0.88
Carl Corea,male,1.0
Dongdong Yu,male,0.72
Xuesong Gao,male,0.76
Fermín Moscoso del Prado Martín,male,0.99
Dimitris Fotakis,male,1.0
Lingyu Hua,female,0.73
Katerina Hlavácková-Schindler,female,0.99
Antonio Lieto,male,0.99
Maurits J. R. Bleeker,male,0.99
Kristijonas Cyras,male,1.0
Jian Shen,male,1.0
Patrick Ferber,male,1.0
Bowen Zhou,male,0.58
Fangzhao Wu,female,0.5
Qingfeng Du,male,0.9
Michael Beetz,male,1.0
Ping Li,female,0.83
Xindong Ai,male,0.89
Omar Abdel Wahab,male,0.98
Pierre Bisquert,male,0.99
Min Zhong,male,0.67
Guido Sciavicco,male,1.0
Haomin Shi,male,0.84
Shuyu Miao,female,0.68
Alejandro Molina,male,1.0
Junwei Zhang,male,0.93
Piji Li,male,0.81
Tingyu Wang,female,0.68
Murilo S. Baptista,male,1.0
Ziyi Yang,female,0.67
Lie Meng Pang,male,0.66
Francesco Giannini,male,1.0
Benjamin Schelling,male,1.0
Liang Hou,male,0.92
Ege Beyazit,male,0.95
Emmanuel Morin,male,0.99
Gaurav Pandey,male,1.0
Luis Espinosa Anke,female,0.99
Pranava Madhyastha,male,0.81
Gordon Cheng,male,1.0
Yao Zhang,male,0.9
Antonio Carta,male,0.99
Dan Peng,male,0.99
Chandramouli Kamanchi,male,0.98
Efi Kokiopoulou,female,0.79
Matthew Stephenson,male,1.0
Zheng Zhang,male,1.0
Dennis J. N. J. Soemers,male,0.99
Pedro Cabalar,male,0.99
Cheng Zhang,male,1.0
Song Bian,female,0.58
Marc Schoenauer,male,1.0
Shizhan Chen,male,0.75
Feng Xia,female,1.0
Jiming Chen,male,0.89
José Camacho-Collados,male,0.98
Yue Zhang,female,0.67
Liang Yang,male,0.75
Mark H. M. Winands,male,1.0
Gilles Audemard,male,0.99
Xavier Franch,male,0.99
Thomas Seidl,male,1.0
Mateja Jamnik,female,0.89
Thomas A. Henzinger,male,1.0
Anna Rapberger,female,0.99
Hao Xing,male,0.87
Yi He,male,0.75
Adriaan de Vries,male,1.0
Siliang Tang,male,0.67
Hugo Martin,male,1.0
Andreas Herzig,male,1.0
Ofer Arieli,male,0.97
Reshef Meir,male,0.99
Hongliang Pan,male,0.97
Nham Le,female,0.62
Jose M. Moyano,male,0.99
Allegra De Filippo,male,1.0
Jörg Rothe,male,1.0
Johannes Nauta,male,1.0
Jingyu Wang,female,0.57
Zhe Zhang,male,1.0
Li Zhou,female,1.0
Stefan von Cavallar,male,0.99
Amin Ahsan Ali,male,0.98
Anthony Hunter,male,1.0
Yankun Ren,male,0.6
Aneta Neumann,female,0.99
Zhe Wang,female,1.0
Hui Zhu,female,1.0
Fabián Romero,male,1.0
Alexey Ignatiev,male,1.0
Éric Piette,male,0.99
Bjørn Magnus Mathisen,male,1.0
Zhi-Jie Wang,male,0.8
Zhiyong Feng,male,0.97
Jesse Davis,male,0.98
Nina Narodytska,female,0.98
Luca Pulina,male,0.97
Zeng-Guang Hou,unknown,0.0
Yoko Watanabe,female,0.94
Francesco Mannella,male,1.0
Yuxuan Song,male,0.52
Alessandro Saffiotti,male,1.0
Kwabena Nuamah,male,0.99
Özgür Akgün,male,0.96
Shuming Ma,male,0.71
Markus Zlabinger,male,1.0
Xiaofeng Zhang,male,0.75
Jens Claes,male,1.0
Di Gao,male,0.5
Guilin Qi,male,0.84
Cécile Paris,female,1.0
Julian Togelius,male,0.99
Brendan Juba,male,1.0
Min Yu,female,0.6
Mark Reynolds,male,1.0
Nir Oren,male,0.96
Yang Wang,male,1.0
H. Furkan Bozkurt,male,0.99
Heng Zhang,male,0.88
Bruno Lepri,male,1.0
Zeynep G. Saribatur,female,0.98
Nicolas Markey,male,1.0
Mårten Björkman,male,1.0
Yanqing Hu,female,0.66
Valerie Cross,female,1.0
Davide Rubinetti,male,1.0
Vaishak Belle,male,0.99
Hung Nghiep Tran,male,0.93
Federico Pecora,male,1.0
Thuc Duy Le,male,0.7
Anthony G. Cohn,male,1.0
Weiqing Huang,male,0.65
Ricardo B. C. Prudêncio,male,1.0
Mingsheng Shang,male,0.96
Nico Potyka,male,0.95
Chuanguang Yang,male,1.0
Sebastian Sardiña,male,1.0
Guojie Song,male,0.79
Pepijn Vrijbergen,male,1.0
Mario Gattobigio,male,0.99
Anil Singh Parihar,male,1.0
Aris Pagourtzis,male,0.83
Kaiqi Zhao,male,0.51
Muhammad Asif Hossain Khan,male,0.99
Qunbo Wang,male,1.0
Laurent Perrussel,male,0.99
Vito Alexander Nordloh,male,0.99
Yi-Ting Chang,female,0.86
Furu Wei,male,0.69
Deyi Xiong,female,0.72
Jun Zhao,male,0.75
Mehdi Maamar,male,0.98
Cheng Zhuo,male,1.0
Jiahui Chen,female,0.77
Hector Geffner,male,1.0
Ryan Tan,male,1.0
Maryam Tavakol,female,0.96
Chaoqun Duan,male,0.68
Wray L. Buntine,male,0.6
Andrea Cascallar Fuentes,female,0.69
Huadong Ma,male,1.0
Wencheng Wang,male,0.89
Nodoka Okada,female,0.97
Yunfeng Liu,male,0.89
Dario Guidotti,male,1.0
Éric Anquetil,male,0.99
Jundong Shen,male,0.97
Pedro Rente Lourenço,male,0.99
Quentin Cohen-Solal,male,1.0
Alberto Finzi,male,1.0
Jonas Unger,male,0.99
Alexander Steen,male,1.0
Seong-Eun Moon,female,0.79
Anbu Huang,male,0.92
Maria Araujo,female,0.96
Hong-Han Shuai,male,1.0
Matheus Werner,male,1.0
Fangfang Yang,female,0.97
Qian Cao,male,0.81
Jun Ma,male,0.85
Fabrizio Riguzzi,male,1.0
Saley Vishal Vivek,male,1.0
Guanbin Li,male,1.0
Artur S. d'Avila Garcez,male,1.0
Claudia Plant,female,0.99
James M. Colborn,male,1.0
Felicidad Aguado,female,0.98
Richard Yi Da Xu,male,1.0
Mohammad Shoyaib,male,0.99
Subhashis Das,male,1.0
Zhengming Ding,male,0.93
Lihuan Du,female,0.72
Xianzhen Li,female,0.59
Wen Tang,male,1.0
Qiuchi Li,female,0.5
Xiaolong Hu,male,0.97
Hafiz Tiomoko Ali,male,0.98
Enrico Malizia,male,1.0
Zhuojun Chen,female,0.5
Nian-Feng Tzeng,male,0.78
Gérémy Hutin,male,1.0
Arkadii Slinko,male,0.99
Ashish Sabharwal,male,1.0
Zhanxing Zhu,male,1.0
Xiaoyun Li,female,0.86
Emilio Cartoni,male,0.99
Lucie Pansart,female,0.99
Seán Ó hÉigeartaigh,male,1.0
Chenhui Lu,male,0.73
Zhimin Xin,male,0.68
Zhumin Chen,male,0.67
Guillermo Ricardo Simari,male,1.0
Carolina Scarton,female,1.0
Stéphane Bressan,male,0.99
Yue Xie,female,0.67
Yi-Qi Hu,male,0.67
Emilia Gómez,female,1.0
Jesse Berent,male,0.98
Robert Porzel,male,1.0
Timothy Verstraeten,male,1.0
Giuseppe Canonaco,male,0.99
Patricia Wollstadt,female,1.0
Álvaro S. Hervella,male,0.99
Jiahao Chen,male,0.99
Markus M. Geipel,male,1.0
Nam Vu,male,0.88
Avigdor Gal,male,0.99
Guang Yang,male,0.8
Zebo Liu,male,0.64
Rui Yan,female,0.71
Yiyu Shi,female,0.59
João Marques-Silva,male,0.99
Frank Neumann,male,1.0
Aitor Soroa,male,0.99
Min Zhang,male,0.56
Tanya Braun,female,1.0
Alexander Tuisov,male,1.0
Davide Bacciu,male,1.0
Gaurav Jain,male,1.0
Diodato Ferraioli,male,0.98
Dario Poletti,male,1.0
Fenfang Xie,female,0.95
Gui-Bin Bian,unknown,0.0
Christoph Beierle,male,1.0
Saikat Chatterjee,male,0.99
Chaoyang Wang,male,0.82
Jörg Hoffmann,male,1.0
Sebastian Hofstätter,male,1.0
Eneko Agirre,male,0.99
Bingzhe Wu,male,0.86
Ismail Ilkan Ceylan,male,0.97
Chi Zhang,male,0.55
Suong Le,female,0.96
Lehel Csató,male,0.99
Dmitry Malioutov,male,1.0
Alberto Bugarín,male,1.0
Andrea Passerini,female,0.69
Jianjun Li,male,0.95
Qinghua Gu,male,0.54
Jess Whittlestone,male,0.59
Zhe Quan,male,0.75
Rakesh B. Bobba,male,0.99
Hantao Guo,male,0.94
Can Kurtan,male,0.96
Bo Cheng,male,1.0
Thomas Miconi,male,1.0
Zuliu Yang,male,0.58
Alessio R. Lomuscio,male,0.99
Umang Bhatt,male,0.97
Wen Zhao,male,1.0
Fang Chen,female,0.67
Zixun Zhang,male,0.74
Léa A. Deleris,female,0.99
Oscar Harper,male,0.99
Pei Zhang,female,0.95
Suransh Chopra,male,1.0
Nanqing Dong,female,0.5
Andreas Göbel,male,1.0
Jörgen Ahlberg,male,1.0
Dinesh Raghu,male,0.99
Magdalena Ortiz,female,1.0
Piotr Faliszewski,male,1.0
Gianluca Demartini,male,1.0
Andrea Gesmundo,female,0.69
Peter Schüller,male,1.0
Minkush Manuja,female,1.0
Leandro dos Santos Coelho,male,1.0
Yasuaki Kobayashi,male,1.0
Ryoji Tani,male,0.99
Yujia Gao,female,0.77
Weiguo Fan,male,0.95
Thanh Hong Nguyen,male,0.59
Harry Flore,male,0.99
Adrian Weller,male,0.99
Peter Schachte,male,1.0
Sebastián Peña Saldarriaga,male,0.99
Bowen Yu,female,0.51
Umar Asif,male,1.0
Sebastian Gottifredi,male,1.0
Tianyi Xu,male,0.92
Sébastien Tabary,male,1.0
Parham Shams,male,0.52
Yulin Sun,female,0.6
Ingo Pribik,male,1.0
Gianluca Amato,male,1.0
Yiqi Fan,female,0.65
Xin Li,female,0.83
Michael Ng,male,1.0
Kaiyong Zhao,male,0.96
Haifeng Xu,male,0.93
Raghuram Bharadwaj Diddigi,male,0.98
Yuan Qi,female,0.67
Shuang Yang,female,0.77
Oier Lopez de Lacalle,male,0.98
Michal Kozlowski,male,0.91
Jorge Novo,male,1.0
Gian Luca Pozzato,male,0.99
Deying Li,female,0.65
Zhao Li,female,0.5
M. Ashraful Amin,male,0.97
Marco De Nadai,male,1.0
Akihiro Kishimoto,male,1.0
Zhihui Wang,male,0.55
Marco Faella,male,1.0
Chaochao Chen,male,0.67
Maxwell Shinn,male,0.99
Zemin Tang,male,0.88
Jamal Atif,male,0.99
Hao Shen,male,0.87
Yang Li,female,0.63
